age,income,employment_length,dti,utilization,delinquencies,history_length,tx_30d_count,refund_rate_30d,active_days_30d,channel,region,product,default
33,49080.50949090764,12.0,0.22681420778189054,0.2630144687785065,1,18.227459733261966,4552,0.07234940535527623,8,paid_ads,MW,card,0
44,59323.078645105685,8.0,0.07461228092721099,0.4408066210380053,0,14.661756198065644,1078,0.009647414067165933,23,organic,NE,installment,0
19,38881.064914368246,8.0,0.18311813258394286,0.3513187462647495,1,1.8876342377629738,334,0.09495350662629574,24,organic,W,bnpl,0
40,42931.99384012148,14.0,0.1881965948542241,0.09350539545282438,1,27.37900103403678,2695,0.0011474812406254283,17,partner,W,card,0
38,43383.076635924175,1.0,0.17151446834966455,0.4158802847666186,2,1.350940609659623,856,0.23121118329274193,7,organic,W,card,0
30,48632.160990186305,5.0,0.10813833682820156,0.8090831850459245,0,22.696395875796448,2691,0.037562178252013065,14,paid_ads,NE,card,0
22,33204.69820415345,4.0,0.06234204819125544,0.7849753524333516,0,17.309973474211905,1715,0.03691310037132408,11,paid_ads,MW,bnpl,0
37,76591.56934733095,6.0,0.08472420613765712,0.5605658302439016,0,3.390181060751225,112,0.1414800635984747,22,partner,MW,card,0
31,90344.96486901678,14.0,0.39833763231611263,0.7518920263484423,1,8.030237314769504,4255,0.14665147120671515,19,partner,W,bnpl,0
38,34012.71774704299,5.0,0.3435559564377165,0.38524227967386726,1,4.472319496799345,1955,0.024599889645063214,22,paid_ads,W,bnpl,0
36,24726.925546724808,16.0,0.15577037810229982,0.3874434195378713,1,4.442448645139227,3739,0.03674509118934096,0,organic,SE,installment,0
52,22637.741878670127,4.0,0.1312715894748954,0.4648407417847622,0,3.2716523203157446,3557,0.011835262815083783,14,partner,MW,installment,0
34,54311.06524389375,9.0,0.3494103803454291,0.17698545261369694,0,1.4420261959209273,58,0.024471700279611416,12,paid_ads,MW,card,0
26,59511.12152208051,20.0,0.17303926177543158,0.5106237174777583,0,13.718032056718526,836,0.02692320791362062,22,paid_ads,W,card,0
38,54425.35749605299,11.0,0.11998435267703694,0.20334905511434304,0,7.516288339359969,2059,0.034238651720715926,22,paid_ads,W,card,0
38,56816.29882309538,0.0,0.03194454886047743,0.5115419806612479,0,9.346630326210366,3560,0.05803647843360757,13,partner,SE,installment,0
50,33383.37174457603,9.0,0.07511773678127533,0.7309913164961256,0,5.266565889781607,3571,0.0012144786184281197,14,partner,MW,bnpl,1
44,16398.167421920574,13.0,0.20791641275566985,0.2126053693908192,1,11.382000869238167,34,0.075681511788984,1,paid_ads,W,bnpl,1
40,34591.263196192966,3.0,0.15227476715458718,0.4664854691282627,1,0.6934601837398812,3974,0.030747237717444115,11,partner,SE,installment,0
51,101410.5481509205,5.0,0.16721521317494256,0.3548507846662583,0,11.143389213113391,427,0.0007942850415882782,21,organic,MW,card,0
24,50635.027609379955,9.0,0.19214796044104365,0.6151693652653797,1,13.47556342559417,4197,0.09821887930997729,11,organic,NE,installment,0
30,54845.15523940246,4.0,0.2035859992528033,0.18319863159525573,0,13.376387160085413,4041,0.02218291929314529,23,paid_ads,MW,card,0
27,69728.98676416464,9.0,0.046485668418079176,0.6746007227688792,0,10.675289103503957,523,0.11767348229392799,29,paid_ads,NE,installment,0
32,29142.62855602387,4.0,0.3386737938583555,0.22034742200437876,0,3.4956483407987182,822,0.14112926272477858,15,organic,SE,card,0
22,49599.64840855981,15.0,0.19611666623163213,0.17608402895897154,1,8.379395988250982,4384,0.07860189335099567,21,paid_ads,W,card,0
42,57302.64826708796,4.0,0.12185655012384025,0.7700734963414176,0,3.1187148114767163,3887,0.0177828514569142,3,paid_ads,SE,installment,1
34,27826.405439672068,1.0,0.303044667483565,0.4379801770078753,0,21.67071884799757,709,0.11598675909358862,15,paid_ads,MW,bnpl,1
21,53206.18074282913,20.0,0.1804184206592189,0.1818713957876917,0,8.958856415225762,2505,0.051632753719227376,15,paid_ads,NE,installment,0
26,84768.7907269315,5.0,0.44512113095205913,0.3602646568538695,1,5.4604574659903795,3238,0.10936873235204321,3,organic,NE,bnpl,0
39,36302.753289233064,3.0,0.1164337067821335,0.7331353384036078,1,7.646946127126143,4321,0.11271641681923043,18,paid_ads,SE,installment,0
44,18747.54844144939,11.0,0.0608802658973964,0.4866501613155354,0,12.025942305557171,3059,0.03173310442523512,10,paid_ads,NE,card,1
56,48353.653224571695,15.0,0.19272158707165932,0.4481262102761323,1,13.698916559177928,4727,0.004208178399252339,13,paid_ads,NE,bnpl,1
65,31943.574289572243,4.0,0.2612950563074062,0.10606101995806902,0,4.817391052377013,2932,0.06480269117338584,25,organic,MW,installment,0
40,48559.382107244484,15.0,0.10744218297391889,0.675645625531696,0,5.798650278860222,4050,0.13535328460657453,5,paid_ads,NE,bnpl,0
26,29112.569664813396,9.0,0.2163917687469763,0.5036658061986904,2,3.374705960554932,3103,0.002527343174282401,23,organic,NE,bnpl,1
18,45728.90854008644,3.0,0.2283898006605241,0.39569430806298117,0,8.057602264839517,1507,0.012138039774099834,22,partner,W,card,0
39,81929.3652139716,10.0,0.15518034242639406,0.22711381012102416,0,8.843057595061405,217,0.016468273922994492,13,organic,SE,card,1
28,43743.56740518568,20.0,0.156615270422648,0.32602619972514396,1,11.614618362629104,3169,0.04411161481967969,15,partner,SE,installment,0
32,19446.540091693147,3.0,0.10332771336631029,0.47802570227677593,0,0.9113411520237262,2547,0.026074921794883764,18,partner,NE,installment,0
30,53522.830260850526,8.0,0.12667176552879006,0.5638332294023826,0,6.5998370734357295,77,0.08654786254336755,26,organic,W,bnpl,0
35,44799.55258259601,6.0,0.20304713976054745,0.1407504637232896,0,3.3658134727489593,501,0.002537443463859194,10,partner,NE,bnpl,0
47,49346.07064262891,18.0,0.12268674656071761,0.8797262943396611,0,9.654403264226033,2428,0.025657407262472738,19,partner,SE,installment,1
38,72156.9037343146,12.0,0.158731427078252,0.26482165302009286,0,8.982379256556785,4345,0.0050319224352659815,18,paid_ads,NE,bnpl,0
34,34114.08738886172,14.0,0.23987999785171465,0.6868067149691253,2,3.5900703003346166,1957,0.1203095255614063,18,organic,MW,installment,0
26,38406.39324219035,16.0,0.06693878375213619,0.5596514700723662,0,1.5686295229784486,4021,0.1060141815604926,17,paid_ads,MW,card,0
19,26510.271941077695,11.0,0.310039294402003,0.30837446809056845,1,5.089223134230422,2408,0.03860600582328179,12,partner,SE,card,0
31,48858.29889313408,9.0,0.14446836560217605,0.1853838591659146,1,11.008589332247974,4361,0.02530862515293073,16,organic,MW,card,0
35,48221.91836231778,10.0,0.30820621192479947,0.7192265951143826,1,13.329330034988113,4094,0.024320293078355603,0,paid_ads,SE,bnpl,0
54,38953.99255091958,0.0,0.0329668693756685,0.5341366929768985,1,5.083503122337319,1264,0.08556559981802894,2,organic,SE,bnpl,0
37,64443.34445834472,19.0,0.08771487389109656,0.6905988322090011,1,13.223352973958098,3243,0.0020915474833695957,15,partner,SE,installment,0
46,26414.10109531323,14.0,0.1570868776019808,0.6127288012007183,0,6.094799622108709,3250,0.1257901552027125,27,partner,MW,installment,0
31,47262.64348774413,17.0,0.21203624846399385,0.8064817302888383,1,6.07309626257936,2079,0.0028791513619474602,4,paid_ads,MW,card,0
24,59907.41440964435,7.0,0.2577056057207625,0.047494984525907294,0,27.76238914598595,4961,0.13006503592547367,9,partner,W,card,0
26,33825.555648364956,20.0,0.3709322899701812,0.80962153631006,1,6.930300271933764,2118,0.0657049334192173,27,organic,SE,installment,1
29,22319.88748525371,9.0,0.42805675669288656,0.4906434031750158,1,6.15475023102881,1685,0.007272880547112101,6,organic,NE,card,0
57,19002.395498519323,2.0,0.2792327223443982,0.25048950176437057,0,10.652559563077464,3455,0.04111102916253398,9,paid_ads,W,bnpl,0
28,47937.69077595959,19.0,0.33392866097845614,0.27127561679179657,0,3.291319660528635,1864,0.15702453778528355,16,paid_ads,MW,card,0
44,103467.54544131509,13.0,0.20546393479541744,0.4663847661248859,0,6.504615185873054,4935,0.0020748206739445775,12,partner,W,installment,0
27,32700.308245147844,8.0,0.07349161902747409,0.44576919672278814,0,3.8465281441308883,4925,0.006952205887794835,15,paid_ads,NE,bnpl,0
45,55584.56433612028,6.0,0.4716928854854072,0.3706438434174425,0,7.328151622365223,4127,0.014588142207638956,19,partner,MW,bnpl,0
40,13191.574320730864,19.0,0.059319472837237666,0.48926147129502123,0,2.4160647848333068,721,0.03978337339357407,19,partner,NE,bnpl,0
34,53457.22421554209,10.0,0.0457639573204203,0.8290610905759692,2,3.2897836854568694,814,0.09457245460452213,26,partner,NE,bnpl,0
36,25739.903712641968,5.0,0.15201789331504292,0.1514925492602305,1,22.637914242740933,858,0.026686167966576458,12,paid_ads,W,card,0
29,36436.95467672611,8.0,0.04318002432814422,0.7393718489317493,1,8.677791477188807,3668,0.00848633331111586,6,paid_ads,W,installment,0
40,46139.91861288403,14.0,0.22506075814821994,0.6940285392744289,0,13.317630274504939,222,0.1981635432299316,2,partner,NE,installment,0
31,19333.753465280348,18.0,0.1288708865542937,0.4540519956348303,0,3.950541301455514,1929,0.06598758138738627,23,partner,SE,card,0
24,213805.22438365745,9.0,0.38000324158605925,0.4873336113639251,1,6.535854301758986,3952,0.008546600030982732,30,paid_ads,W,installment,0
23,32772.44061630007,11.0,0.15463599085315494,0.41546246471053444,0,13.518186052839205,1744,0.021877614354613804,0,organic,W,bnpl,0
38,60084.27118350485,19.0,0.15853565274969336,0.5925609796077389,2,13.607086471827072,1759,0.04978319666325952,14,partner,W,bnpl,0
52,93557.70190972564,9.0,0.09336896901651767,0.6857840411163952,1,1.6613621989543597,2429,0.005644229488530315,19,partner,MW,installment,0
38,51359.05641032056,15.0,0.11863091446929558,0.6619955038378678,2,8.302064027803084,4388,0.16259127997677858,14,partner,W,card,0
35,24007.93871060625,16.0,0.2578525308243935,0.9057641340361032,1,4.710279073348598,1440,0.12083510831500383,1,partner,NE,bnpl,1
39,46693.11269992794,5.0,0.03369717006725757,0.3290618276798532,1,11.777372008168221,714,0.03095291111333641,30,organic,SE,card,0
49,17697.512604200427,3.0,0.3684361920950308,0.40201921080661923,0,22.639859660670016,1061,0.12321121043171368,16,organic,W,installment,1
38,37590.463044240736,9.0,0.3748655258602461,0.10182318978411492,0,1.3996907461906571,3803,0.031525670666190365,9,paid_ads,SE,installment,0
32,102584.9589428336,12.0,0.08729720434914336,0.6222979326857271,0,4.686686364818339,1977,0.0020190209312274912,28,paid_ads,SE,bnpl,0
47,21903.463505648968,19.0,0.03197029371372582,0.5454796340247781,0,3.8380393640148553,2255,0.0562447563363349,9,paid_ads,NE,bnpl,0
40,29375.44439380575,7.0,0.037913199732077664,0.23302894136132868,1,13.583606930244478,4952,0.035048604545635104,25,paid_ads,W,card,0
51,112061.48672439695,13.0,0.2605496299496513,0.359337579881758,0,2.549836606936868,1203,0.0772112269273922,23,organic,MW,installment,0
38,40655.18697236416,9.0,0.024891260608001824,0.2958971583751694,2,1.099182531083569,2746,0.00204730332547792,7,paid_ads,NE,installment,0
24,28371.757168261356,18.0,0.19356852491356813,0.706471000831595,1,5.172741674703322,3837,0.004146509153598492,22,paid_ads,NE,installment,0
22,53884.76946187727,6.0,0.518463974301798,0.255198228300192,1,4.268542517666296,1879,0.027861225026004917,12,paid_ads,SE,installment,0
53,35087.5151459057,6.0,0.2488812793593747,0.813895666548931,0,32.41789289306212,3701,0.012289898160327098,0,organic,SE,installment,1
53,11407.365195292376,9.0,0.12121577165927933,0.20247546072323144,1,11.961291221711289,3835,0.01251375987215978,0,paid_ads,MW,card,1
34,22466.29158870916,15.0,0.32851312705755875,0.19896393960117617,0,7.214546074202812,4016,0.0632877296010936,22,partner,SE,card,1
32,124056.92848845245,4.0,0.4095380129624035,0.6452289062972821,0,0.6376038839199984,513,0.09467506699880304,23,paid_ads,NE,card,0
51,52264.55072085678,2.0,0.3358019951467733,0.6150723234682322,1,4.811313900661028,4257,0.0400742698317444,22,partner,SE,bnpl,0
25,92211.82282522209,11.0,0.4111466563736202,0.3524401508983153,0,14.111407505728817,1605,0.11785861566425959,20,partner,W,card,0
27,26513.295529578776,17.0,0.44699647731461933,0.42994859542533265,1,14.324182344468962,2835,0.014252906324474152,30,paid_ads,MW,bnpl,0
42,43151.93244964615,18.0,0.15443106195688644,0.15941988764837334,1,13.968039601245117,855,0.05080231695835949,11,organic,MW,bnpl,1
32,40763.88694152971,11.0,0.07883484939226813,0.430449158461176,3,1.6599428839880777,2504,0.056576966172123495,6,paid_ads,W,bnpl,0
36,33737.113928784696,11.0,0.031184594038666993,0.348606634908386,0,16.534150691818738,862,0.005469909381244201,20,partner,SE,card,0
34,49272.28633210244,1.0,0.2622373153000029,0.36937598858377596,0,23.793996138271154,610,0.063471075010511,29,paid_ads,MW,bnpl,0
39,25402.855534135106,5.0,0.08756479829180608,0.10277346018658245,1,11.656596325227197,3473,0.07656582479551295,23,partner,SE,card,0
50,81205.83699514248,5.0,0.2340562262184852,0.4286072135278673,2,4.9423516959022535,1753,0.06550246773979831,27,organic,NE,bnpl,1
37,56029.18155836039,19.0,0.292786635199716,0.49074748976897675,0,5.961069768261324,958,0.02491119463477558,18,paid_ads,SE,installment,0
